"Afstemningsområde","Opstillingskreds","Storkreds","Landsdel","Filnavn","Stemmeberettigede","IAltGyldigeStemmer","BlankeStemmer","AndreUgyldigeStemmer","IAltAfgivneStemmer","A","B","C","F","I","K","O","V","Ø","Å","UdenForParti","adrstring","lat","lon","zip","muninum","area","hp_1yr","hp_2yr","incsupport","hp_1yrposchange","hp_1yrnegchange","hp_2yrposchange","hp_2yrnegchange"
"Hovslund","2. Aabenraa","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495295.xml",646,549,7,0,556,111,6,6,12,42,4,203,143,19,3,0,"Hovslund, Aabenraa, Denmark",55.1404,9.36344,6230,580,"6230 Rødekro",-3.47434,-9.45043,21.3115,0,3.47434,0,9.45043
"Hellevad","2. Aabenraa","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495296.xml",651,552,8,2,562,102,8,6,9,29,10,168,185,26,9,0,"Hellevad, Aabenraa, Denmark",55.0763,9.21207,6230,580,"6230 Rødekro",-3.47434,-9.45043,19.9275,0,3.47434,0,9.45043
"Rødekro","2. Aabenraa","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495297.xml",5154,4376,37,21,4434,1035,112,71,97,282,48,1400,1111,156,64,0,"Rødekro, Aabenraa, Denmark",55.0727,9.32902,6230,580,"6230 Rødekro",-3.47434,-9.45043,26.2112,0,3.47434,0,9.45043
"Løjt","2. Aabenraa","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495298.xml",3319,2927,26,7,2960,667,100,48,77,205,17,804,776,131,102,0,"Løjt, Aabenraa, Denmark",55.1142,9.49609,6200,580,"6200 Aabenraa",2.26575,-0.382009,26.2043,2.26575,0,0,0.382009
"Hjordkær","2. Aabenraa","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495299.xml",1436,1285,4,7,1296,268,27,21,16,70,35,508,289,43,8,0,"Hjordkær, Aabenraa, Denmark",55.0281,9.30732,6230,580,"6230 Rødekro",-3.47434,-9.45043,22.9572,0,3.47434,0,9.45043
"Ravsted","2. Aabenraa","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495300.xml",658,562,1,5,568,75,25,11,10,100,3,192,125,17,4,0,"Ravsted, Aabenraa, Denmark",55.0074,9.12638,6372,580,"6372 Bylderup-Bov",NaN,NaN,17.7936,NA,NA,NA,NA
"Bolderslev","2. Aabenraa","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495301.xml",1672,1394,7,5,1406,251,32,15,16,133,18,492,368,54,15,0,"Bolderslev, Aabenraa, Denmark",54.9908,9.28241,6392,580,"6392 Bolderslev",NaN,NaN,20.3013,NA,NA,NA,NA
"Ensted","2. Aabenraa","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495302.xml",1722,1516,2,0,1518,295,52,43,34,113,14,443,414,72,36,0,"Ensted, Aabenraa, Denmark",54.9892,9.40861,6200,580,"6200 Aabenraa",2.26575,-0.382009,22.8892,2.26575,0,0,0.382009
"Felsted","2. Aabenraa","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495303.xml",1607,1388,11,3,1402,280,42,22,24,92,8,496,335,63,26,0,"Felsted, Aabenraa, Denmark",54.9792,9.50492,6200,580,"6200 Aabenraa",2.26575,-0.382009,23.1988,2.26575,0,0,0.382009
"Varnæs","2. Aabenraa","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495304.xml",928,778,7,4,789,154,23,9,22,56,3,238,216,34,23,0,"Varnæs, Aabenraa, Denmark",55.0144,9.56803,6200,580,"6200 Aabenraa",2.26575,-0.382009,22.7506,2.26575,0,0,0.382009
"Bylderup","2. Aabenraa","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495305.xml",1893,1537,14,2,1553,239,57,25,15,147,56,527,389,55,27,0,"Bylderup, Aabenraa, Denmark",54.9453,9.10273,6372,580,"6372 Bylderup-Bov",NaN,NaN,19.2583,NA,NA,NA,NA
"Tinglev","2. Aabenraa","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495306.xml",2570,2089,12,9,2110,456,81,33,38,137,18,708,528,63,27,0,"Tinglev, Aabenraa, Denmark",54.9345,9.25014,6360,580,"6360 Tinglev",NaN,NaN,25.7061,NA,NA,NA,NA
"Kliplev","2. Aabenraa","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495307.xml",1650,1389,13,3,1405,258,39,20,36,85,4,524,369,40,14,0,"Kliplev, Aabenraa, Denmark",54.937,9.39999,6200,580,"6200 Aabenraa",2.26575,-0.382009,21.3823,2.26575,0,0,0.382009
"Kruså","2. Aabenraa","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495308.xml",3017,2521,21,15,2557,447,70,67,48,203,20,893,655,76,42,0,"Kruså, Aabenraa, Denmark",54.8488,9.40155,6340,580,"6340 Kruså",NaN,NaN,20.5077,NA,NA,NA,NA
"Padborg","2. Aabenraa","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495309.xml",3647,2995,22,16,3033,618,58,59,56,161,8,1159,723,115,38,0,"Padborg, Aabenraa, Denmark",54.8331,9.35686,6330,580,"6330 Padborg",46.8902,45.2246,22.571,46.8902,0,45.2246,0
"Aabenraa Midt","2. Aabenraa","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495310.xml",7056,5830,50,21,5901,1373,267,113,188,444,62,1518,1308,378,179,0,"Aabenraa Midt, Aabenraa, Denmark",54.9358,9.25101,6360,580,"6360 Tinglev",NaN,NaN,28.1304,NA,NA,NA,NA
"Aabenraa Syd","2. Aabenraa","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495311.xml",3013,2556,22,11,2589,769,106,43,75,122,17,680,543,150,51,0,"Aabenraa Syd, Aabenraa, Denmark",55.0409,9.41516,6200,580,"6200 Aabenraa",2.26575,-0.382009,34.2332,2.26575,0,0,0.382009
"Aabenraa Nord","2. Aabenraa","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495312.xml",1933,1580,10,3,1593,459,70,27,50,82,9,439,296,116,32,0,"Aabenraa Nord, Aabenraa, Denmark",55.0409,9.41516,6200,580,"6200 Aabenraa",2.26575,-0.382009,33.481,2.26575,0,0,0.382009
"Gymnasiet","10. Fredericia","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495444.xml",10831,8758,104,26,8888,2739,192,163,349,501,105,2606,1146,667,290,0,"Gymnasiet, Fredericia, Denmark",55.5774,9.74812,7000,607,"7000 Fredericia",5.94842,6.90462,33.4665,5.94842,0,6.90462,0
"Bredstrup-Pjedsted","10. Fredericia","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495445.xml",1133,1008,4,2,1014,265,19,21,30,60,12,312,227,35,27,0,"Bredstrup-Pjedsted, Fredericia, Denmark",55.5886,9.66948,7000,607,"7000 Fredericia",5.94842,6.90462,28.1746,5.94842,0,6.90462,0
"Erritsø","10. Fredericia","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495446.xml",7217,6460,48,12,6520,1671,181,178,163,499,43,1840,1452,267,166,0,"Erritsø, Fredericia, Denmark",55.5414,9.7157,7000,607,"7000 Fredericia",5.94842,6.90462,28.6687,5.94842,0,6.90462,0
"Herslev","10. Fredericia","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495447.xml",585,512,9,2,523,95,12,8,20,29,4,181,118,25,20,0,"Herslev, Fredericia, Denmark",55.5831,9.59071,7000,607,"7000 Fredericia",5.94842,6.90462,20.8984,5.94842,0,6.90462,0
"Taulov","10. Fredericia","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495448.xml",4013,3582,35,2,3619,769,132,89,128,346,20,1020,842,134,102,0,"Taulov, Fredericia, Denmark",55.5381,9.61019,7000,607,"7000 Fredericia",5.94842,6.90462,25.1535,5.94842,0,6.90462,0
"Søndermarken","10. Fredericia","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495449.xml",7486,6000,47,15,6062,1966,119,79,183,294,49,1872,885,405,148,0,"Søndermarken, Fredericia, Denmark",55.6919,9.5477,7100,630,"7100 Vejle",2.19835,-5.26941,34.75,2.19835,0,0,5.26941
"Bøgeskov","10. Fredericia","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495450.xml",1439,1309,12,1,1322,343,36,38,44,80,6,364,310,43,45,0,"Bøgeskov, Fredericia, Denmark",55.6193,9.7577,7000,607,"7000 Fredericia",5.94842,6.90462,28.9534,5.94842,0,6.90462,0
"Indre By","10. Fredericia","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495451.xml",4691,3603,40,23,3666,907,98,63,140,268,17,1117,491,335,167,0,"Indre By, Fredericia, Denmark",55.5785,9.76065,7000,607,"7000 Fredericia",5.94842,6.90462,27.8934,5.94842,0,6.90462,0
"Sønderbro","10. Horsens","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495632.xml",4598,3566,46,13,3625,1198,98,57,157,235,16,925,381,385,102,12,"Sønderbro, Horsens, Denmark",55.8566,9.83659,8700,615,"8700 Horsens",10.1863,7.30569,36.3432,10.1863,0,7.30569,0
"Vestbyen","10. Horsens","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495633.xml",4583,3569,37,21,3627,1043,104,75,174,277,21,963,400,358,148,6,"Vestbyen, Horsens, Denmark",55.8581,9.84759,8700,615,"8700 Horsens",10.1863,7.30569,32.1379,10.1863,0,7.30569,0
"Midtbyen","10. Horsens","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495634.xml",7236,5639,62,32,5733,1436,226,129,232,723,26,1268,870,490,230,9,"Midtbyen, Horsens, Denmark",56.1452,10.194,8000,751,"8000 Århus C",9.28529,15.4752,29.4733,9.28529,0,15.4752,0
"Endelave","10. Horsens","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495635.xml",151,133,1,0,134,38,14,7,2,4,0,20,26,17,5,0,"Endelave, Horsens, Denmark",55.7554,10.2959,8700,615,"8700 Horsens",10.1863,7.30569,39.0977,10.1863,0,7.30569,0
"Forum","10. Horsens","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495636.xml",4342,3492,37,18,3547,1124,119,63,155,296,19,782,404,346,169,15,"Forum, Horsens, Denmark",55.872,9.85599,8700,615,"8700 Horsens",10.1863,7.30569,35.5956,10.1863,0,7.30569,0
"Dagnæs","10. Horsens","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495637.xml",6948,6111,53,14,6178,1824,181,130,193,511,36,1682,1075,329,145,5,"Dagnæs, Horsens, Denmark",55.8375,9.84707,8700,615,"8700 Horsens",10.1863,7.30569,32.8097,10.1863,0,7.30569,0
"Torsted","10. Horsens","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495638.xml",4152,3693,36,10,3739,1012,111,104,140,347,23,1025,670,189,67,5,"Torsted, Horsens, Denmark",55.84,9.80785,8700,615,"8700 Horsens",10.1863,7.30569,30.4089,10.1863,0,7.30569,0
"Hatting","10. Horsens","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495639.xml",2003,1805,18,8,1831,444,74,37,51,211,12,469,407,73,26,1,"Hatting, Horsens, Denmark",55.8526,9.76333,8700,615,"8700 Horsens",10.1863,7.30569,28.6981,10.1863,0,7.30569,0
"Lund","10. Horsens","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495640.xml",1928,1676,17,10,1703,425,46,38,52,166,8,404,405,83,48,1,"Lund, Horsens, Denmark",55.8959,9.7673,8700,615,"8700 Horsens",10.1863,7.30569,28.1026,10.1863,0,7.30569,0
"Egebjerg","10. Horsens","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495641.xml",2068,1841,14,7,1862,498,70,51,44,207,11,426,365,90,76,3,"Egebjerg, Horsens, Denmark",55.905,9.83678,8700,615,"8700 Horsens",10.1863,7.30569,30.8528,10.1863,0,7.30569,0
"Stensballe","10. Horsens","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495642.xml",4618,4267,20,10,4297,852,177,192,123,761,36,771,1080,138,134,3,"Stensballe, Horsens, Denmark",55.8687,9.91291,8700,615,"8700 Horsens",10.1863,7.30569,24.1153,10.1863,0,7.30569,0
"Højvangen","10. Horsens","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495643.xml",2683,2438,25,5,2468,681,82,60,78,239,13,595,511,113,61,5,"Højvangen, Horsens, Denmark",55.8396,9.85823,8700,615,"8700 Horsens",10.1863,7.30569,31.2961,10.1863,0,7.30569,0
"Brædstrup","10. Horsens","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495644.xml",3524,3030,25,14,3069,691,91,86,78,197,25,937,721,107,94,3,"Brædstrup, Horsens, Denmark",55.9716,9.61103,8740,615,"8740 Brædstrup",-15.4873,-8.18103,25.8086,0,15.4873,0,8.18103
"Nim","10. Horsens","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495645.xml",1347,1165,11,2,1178,242,41,35,37,105,17,307,289,59,29,4,"Nim, Horsens, Denmark",55.9263,9.68703,8740,615,"8740 Brædstrup",-15.4873,-8.18103,24.2918,0,15.4873,0,8.18103
"Sdr.Vissing","10. Horsens","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495646.xml",844,740,3,5,748,142,28,15,24,73,7,183,152,49,67,0,"Sdr.Vissing, Horsens, Denmark",56.0232,9.64232,8740,615,"8740 Brædstrup",-15.4873,-8.18103,22.973,0,15.4873,0,8.18103
"Østbirk","10. Horsens","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495647.xml",2509,2174,14,8,2196,505,69,53,77,189,10,541,529,116,83,2,"Østbirk, Horsens, Denmark",55.9681,9.75178,8752,615,"8752 Østbirk",NaN,NaN,26.4029,NA,NA,NA,NA
"Gedved","10. Horsens","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495648.xml",1945,1724,17,7,1748,385,76,49,70,141,7,412,364,107,111,2,"Gedved, Horsens, Denmark",55.9312,9.84559,8751,615,"8751 Gedved",NaN,NaN,26.7401,NA,NA,NA,NA
"Hovedgård","10. Horsens","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495649.xml",2497,2176,20,16,2212,533,80,51,94,176,6,538,468,147,81,2,"Hovedgård, Horsens, Denmark",55.9449,9.95995,8732,615,"8732 Hovedgård",NaN,NaN,28.171,NA,NA,NA,NA
"Søvind","10. Horsens","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495650.xml",1374,1211,12,4,1227,314,39,34,53,94,4,237,293,96,47,0,"Søvind, Horsens, Denmark",55.8937,10.0015,8700,615,"8700 Horsens",10.1863,7.30569,29.1495,10.1863,0,7.30569,0
"Tønning-Træden","10. Horsens","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495651.xml",537,483,1,0,484,108,25,6,24,47,3,103,80,26,61,0,"Tønning-Træden, Horsens, Denmark",55.9633,9.60923,8740,615,"8740 Brædstrup",-15.4873,-8.18103,27.5362,0,15.4873,0,8.18103
"Sundparken","10. Horsens","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495652.xml",1276,908,8,7,923,325,49,11,47,70,4,185,66,120,27,4,"Sundparken, Horsens, Denmark",55.8699,9.88279,8700,615,"8700 Horsens",10.1863,7.30569,41.1894,10.1863,0,7.30569,0
"Sejet","10. Horsens","Østjyllands Storkreds","Midtjylland-Nordjylland","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495653.xml",400,348,6,1,355,80,8,10,9,29,5,105,78,16,8,0,"Sejet, Horsens, Denmark",55.8172,9.92669,8700,615,"8700 Horsens",10.1863,7.30569,25.2874,10.1863,0,7.30569,0
"Centrum Nord","11. Kolding Nord","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495452.xml",5607,4494,48,24,4566,960,225,130,249,518,16,888,918,326,264,0,"Centrum Nord, Kolding Nord, Denmark",55.5221,9.48015,6000,621,"6000 Kolding",6.85883,3.97664,26.3685,6.85883,0,3.97664,0
"Nordbyen","11. Kolding Nord","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495453.xml",3637,2632,22,13,2667,819,98,50,183,182,14,613,331,241,101,0,"Nordbyen, Kolding Nord, Denmark",NA,NA,NA,NA,NA,NA,NA,34.8404,NA,NA,NA,NA
"Vestbyen","11. Kolding Nord","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495454.xml",4214,3450,23,6,3479,1023,120,68,198,224,30,863,573,259,92,0,"Vestbyen, Kolding Nord, Denmark",NA,NA,NA,NA,NA,NA,NA,33.1304,NA,NA,NA,NA
"Strandhuse/Nr. Bjert/ Eltang","11. Kolding Nord","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495455.xml",5898,5339,30,12,5381,963,284,230,165,741,28,1085,1546,152,145,0,"Strandhuse/Nr. Bjert/ Eltang, Kolding Nord, Denmark",55.513,9.52577,6000,621,"6000 Kolding",6.85883,3.97664,23.3564,6.85883,0,3.97664,0
"Bramdrupdam","11. Kolding Nord","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495456.xml",4065,3568,26,9,3603,785,106,127,151,289,12,947,934,148,69,0,"Bramdrupdam, Kolding Nord, Denmark",55.5245,9.47318,6000,621,"6000 Kolding",6.85883,3.97664,24.972,6.85883,0,3.97664,0
"Alminde-Viuf/Vester Nebel","11. Kolding Nord","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495457.xml",3489,3073,27,5,3105,625,108,80,87,309,15,800,887,91,71,0,"Alminde-Viuf/Vester Nebel, Kolding Nord, Denmark",NA,NA,NA,NA,NA,NA,NA,23.8529,NA,NA,NA,NA
"Lunderskov/Jordrup","11. Kolding Nord","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495458.xml",4170,3592,41,17,3650,751,100,129,116,308,59,988,917,155,69,0,"Lunderskov/Jordrup, Kolding Nord, Denmark",55.5046,9.32369,6640,621,"6640 Lunderskov",NaN,NaN,23.6915,NA,NA,NA,NA
"Centrum Syd","12. Kolding Syd","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495459.xml",4558,3586,33,16,3635,932,112,63,190,266,30,1079,512,266,136,0,"Centrum Syd, Kolding Syd, Denmark",55.5221,9.48015,6000,621,"6000 Kolding",6.85883,3.97664,29.1132,6.85883,0,3.97664,0
"Sydbyen","12. Kolding Syd","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495460.xml",6508,5358,66,22,5446,1167,251,122,258,544,82,1348,979,355,252,0,"Sydbyen, Kolding Syd, Denmark",NA,NA,NA,NA,NA,NA,NA,26.4651,NA,NA,NA,NA
"Seest","12. Kolding Syd","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495461.xml",4387,3880,42,20,3942,1003,111,96,215,267,120,1025,821,143,79,0,"Seest, Kolding Syd, Denmark",55.4853,9.4407,6000,621,"6000 Kolding",6.85883,3.97664,28.7113,6.85883,0,3.97664,0
"Dalby/Tved/Rebæk","12. Kolding Syd","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495462.xml",3202,2896,20,16,2932,565,135,110,79,344,17,638,854,69,85,0,"Dalby/Tved/Rebæk, Kolding Syd, Denmark",55.484,9.4962,6000,621,"6000 Kolding",6.85883,3.97664,24.1713,6.85883,0,3.97664,0
"S Bjert/S Stenderup/Vejstrup","12. Kolding Syd","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495463.xml",3328,2930,14,4,2948,638,120,70,154,229,9,783,640,151,136,0,"S Bjert/S Stenderup/Vejstrup, Kolding Syd, Denmark",NA,NA,NA,NA,NA,NA,NA,25.8703,NA,NA,NA,NA
"Vonsild","12. Kolding Syd","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495464.xml",2137,1850,16,5,1871,461,44,39,70,155,8,565,410,60,38,0,"Vonsild, Kolding Syd, Denmark",55.4548,9.47554,6000,621,"6000 Kolding",6.85883,3.97664,27.2973,6.85883,0,3.97664,0
"Vamdrup/Hjarup/Ødis","12. Kolding Syd","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495465.xml",5458,4639,27,20,4686,1055,95,385,112,295,52,1408,1001,164,72,0,"Vamdrup/Hjarup/Ødis, Kolding Syd, Denmark",55.4157,9.38415,6580,621,"6580 Vamdrup",9.9541,-15.5448,24.7898,9.9541,0,0,15.5448
"Chr.Feld/Stepping/Taps/Hejls","12. Kolding Syd","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495466.xml",5047,4267,23,13,4303,913,108,118,138,342,77,1331,994,146,100,0,"Chr.Feld/Stepping/Taps/Hejls, Kolding Syd, Denmark",NA,NA,NA,NA,NA,NA,NA,23.9278,NA,NA,NA,NA
"Brejning Syd","9. Vejle Syd","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495429.xml",2313,1891,21,9,1921,524,100,44,76,138,30,475,331,90,83,0,"Brejning Syd, Vejle Syd, Denmark",55.6647,9.67366,7080,630,"7080 Børkop",0.99452,1.78992,32.9984,0.99452,0,1.78992,0
"Børkop Syd","9. Vejle Syd","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495430.xml",4267,3721,27,12,3760,882,141,78,130,318,79,1000,774,195,124,0,"Børkop Syd, Vejle Syd, Denmark",55.6407,9.65181,7080,630,"7080 Børkop",0.99452,1.78992,27.4926,0.99452,0,1.78992,0
"Gårslev Syd","9. Vejle Syd","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495431.xml",1594,1452,3,2,1457,405,36,32,25,106,56,398,287,63,44,0,"Gårslev Syd, Vejle Syd, Denmark",55.6386,9.70255,7080,630,"7080 Børkop",0.99452,1.78992,30.3719,0.99452,0,1.78992,0
"Smidstrup Syd","9. Vejle Syd","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495432.xml",1709,1513,13,2,1528,297,40,32,41,107,20,518,366,47,45,0,"Smidstrup Syd, Vejle Syd, Denmark",55.6143,9.56753,7000,630,"7000 Fredericia",5.94842,6.90462,22.2736,5.94842,0,6.90462,0
"Ødsted Syd","9. Vejle Syd","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495433.xml",1428,1284,12,3,1299,285,40,29,42,95,20,404,304,32,33,0,"Ødsted Syd, Vejle Syd, Denmark",55.6563,9.40041,7100,630,"7100 Vejle",2.19835,-5.26941,25.3115,2.19835,0,0,5.26941
"Egtved Syd","9. Vejle Syd","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495434.xml",2702,2271,25,9,2305,431,111,41,57,179,11,631,685,72,53,0,"Egtved Syd, Vejle Syd, Denmark",55.6176,9.31229,6040,630,"6040 Egtved",0.217068,2.89736,23.8661,0.217068,0,2.89736,0
"Jerlev Syd","9. Vejle Syd","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495435.xml",744,669,6,1,676,142,25,15,17,53,2,244,134,23,14,0,"Jerlev Syd, Vejle Syd, Denmark",55.6725,9.43987,7100,630,"7100 Vejle",2.19835,-5.26941,24.9626,2.19835,0,0,5.26941
"Øster Starup Syd","9. Vejle Syd","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495436.xml",1485,1309,12,4,1325,274,53,24,54,93,16,379,309,61,46,0,"Øster Starup Syd, Vejle Syd, Denmark",55.6048,9.45346,6040,630,"6040 Egtved",0.217068,2.89736,24.9809,0.217068,0,2.89736,0
"Dgi-Huset Syd","9. Vejle Syd","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495437.xml",10935,8278,89,37,8404,2093,354,169,375,875,94,2041,1356,577,344,0,"Dgi-Huset Syd, Vejle Syd, Denmark",NA,NA,NA,NA,NA,NA,NA,29.5603,NA,NA,NA,NA
"Multihuset Højen Syd","9. Vejle Syd","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495438.xml",934,839,13,4,856,182,29,11,29,71,15,233,208,32,29,0,"Multihuset Højen Syd, Vejle Syd, Denmark",55.6563,9.50157,7100,630,"7100 Vejle",2.19835,-5.26941,25.149,2.19835,0,0,5.26941
"Vindinghallen Syd","9. Vejle Syd","Sydjyllands Storkreds","Sjælland-Syddanmark","http://www.dst.dk/valg/Valg1487635/xml/fintal_1495439.xml",3584,3220,20,11,3251,743,117,87,95,313,24,822,838,99,82,0,"Vindinghallen Syd, Vejle Syd, Denmark",NA,NA,NA,NA,NA,NA,NA,26.7081,NA,NA,NA,NA
